0.0 700.0
1000.0 725.267
2000.0 768.791
3000.0 828.834
4000.0 902.618
5000.0 986.503
6000.0 1076.212
7000.0 1167.105
8000.0 1254.466
9000.0 1333.801
10000.0 1401.121
11000.0 1453.19
12000.0 1487.733
13000.0 1503.575
14000.0 1500.715
15000.0 1480.329
16000.0 1444.693
17000.0 1397.041
18000.0 1341.363
19000.0 1282.153
20000.0 1224.127
21000.0 1171.925
22000.0 1129.824
23000.0 1101.464
24000.0 1089.623
25000.0 1096.04
26000.0 1121.306
27000.0 1164.831
28000.0 1224.874
29000.0 1298.658
30000.0 1382.542
31000.0 1472.252
32000.0 1563.145
33000.0 1650.506
34000.0 1729.841
35000.0 1797.161
36000.0 1849.23
37000.0 1883.773
38000.0 1899.615
39000.0 1896.755
40000.0 1876.368
41000.0 1840.732
42000.0 1793.08
43000.0 1737.403
44000.0 1678.193
45000.0 1620.166
46000.0 1567.965
47000.0 1525.864
48000.0 1497.504
49000.0 1485.663
50000.0 1492.079
51000.0 1517.346
52000.0 1560.87
53000.0 1620.913
54000.0 1694.698
55000.0 1778.582
56000.0 1868.292
57000.0 1959.185
58000.0 2046.546
59000.0 2125.881
60000.0 2193.2
61000.0 2245.27
62000.0 2279.813
63000.0 2295.654
64000.0 2292.794
65000.0 2272.408
66000.0 2236.772
67000.0 2189.12
68000.0 2133.442
69000.0 2074.232
70000.0 2016.206
71000.0 1964.004
72000.0 1921.903
73000.0 1893.544
74000.0 1881.702
75000.0 1888.119
76000.0 1913.385
77000.0 1956.91
78000.0 2016.953
79000.0 2090.737
80000.0 2174.622
81000.0 2264.331
82000.0 2355.224
83000.0 2442.585
84000.0 2521.92
85000.0 2589.24
86000.0 2641.309
87000.0 2675.852
88000.0 2691.694
89000.0 2688.834
90000.0 2668.448
91000.0 2632.811
92000.0 2585.16
93000.0 2529.482
94000.0 2470.272
95000.0 2412.245
96000.0 2360.044
97000.0 2317.943
98000.0 2289.583
99000.0 2277.742
100000.0 2284.158
