0.0 850.0
1000.0 875.267
2000.0 918.791
3000.0 978.834
4000.0 1052.618
5000.0 1136.503
6000.0 1226.212
7000.0 1317.105
8000.0 1404.466
9000.0 1483.801
10000.0 1551.121
11000.0 1603.19
12000.0 1637.733
13000.0 1653.575
14000.0 1650.715
15000.0 1630.329
16000.0 1594.693
17000.0 1547.041
18000.0 1491.363
19000.0 1432.153
20000.0 1374.127
21000.0 1321.925
22000.0 1279.824
23000.0 1251.464
24000.0 1239.623
25000.0 1246.04
26000.0 1271.306
27000.0 1314.831
28000.0 1374.874
29000.0 1448.658
30000.0 1532.542
31000.0 1622.252
32000.0 1713.145
33000.0 1800.506
34000.0 1879.841
35000.0 1947.161
36000.0 1999.23
37000.0 2033.773
38000.0 2049.615
39000.0 2046.755
40000.0 2026.368
41000.0 1990.732
42000.0 1943.08
43000.0 1887.403
44000.0 1828.193
45000.0 1770.166
46000.0 1717.965
47000.0 1675.864
48000.0 1647.504
49000.0 1635.663
50000.0 1642.079
51000.0 1667.346
52000.0 1710.87
53000.0 1770.913
54000.0 1844.698
55000.0 1928.582
56000.0 2018.292
57000.0 2109.185
58000.0 2196.546
59000.0 2275.881
60000.0 2343.2
61000.0 2395.27
62000.0 2429.813
63000.0 2445.654
64000.0 2442.794
65000.0 2422.408
66000.0 2386.772
67000.0 2339.12
68000.0 2283.442
69000.0 2224.232
70000.0 2166.206
71000.0 2114.004
72000.0 2071.903
73000.0 2043.544
74000.0 2031.702
75000.0 2038.119
76000.0 2063.385
77000.0 2106.91
78000.0 2166.953
79000.0 2240.737
80000.0 2324.622
81000.0 2414.331
82000.0 2505.224
83000.0 2592.585
84000.0 2671.92
85000.0 2739.24
86000.0 2791.309
87000.0 2825.852
88000.0 2841.694
89000.0 2838.834
90000.0 2818.448
91000.0 2782.811
92000.0 2735.16
93000.0 2679.482
94000.0 2620.272
95000.0 2562.245
96000.0 2510.044
97000.0 2467.943
98000.0 2439.583
99000.0 2427.742
100000.0 2434.158
